"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","LOCATION","LAT","LON","Time.to.reports","Delayed_Report","Time_Slots_Happening","Weekdays_of_DateOcc"
221420057,2022-12-08,2022-12-08,1640,14,"Pacific",1412,2,624,"BATTERY - SIMPLE ASSAULT",59,"F","H",203,"OTHER BUSINESS","IC","Invest Cont","1200    OCEAN FRONT                  WK",33.9933,-118.4765,0,"0","Afternoon","Thursday"
232009237,2023-05-04,2023-05-04,1330,20,"Olympic",2053,2,624,"BATTERY - SIMPLE ASSAULT",28,"M","B",102,"SIDEWALK","IC","Invest Cont","3000 W  11TH                         ST",34.0527,-118.3066,0,"0","Afternoon","Thursday"
231406318,2023-02-25,2023-02-25,1850,14,"Pacific",1452,2,624,"BATTERY - SIMPLE ASSAULT",51,"F","O",145,"MAIL BOX","AA","Adult Arrest","00    WASHINGTON                   BL",33.9792,-118.4666,0,"0","Afternoon","Saturday"
211004959,2021-01-30,2021-01-30,1430,10,"West Valley",1065,2,624,"BATTERY - SIMPLE ASSAULT",35,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","5400    NEWCASTLE                    AV",34.1687,-118.5244,0,"0","Afternoon","Saturday"
201504869,2020-01-18,2020-01-18,155,15,"N Hollywood",1521,2,624,"BATTERY - SIMPLE ASSAULT",38,"M","H",210,"RESTAURANT/FAST FOOD","IC","Invest Cont","13100    SHERMAN                      WY",34.2012,-118.4182,0,"0","Midnight","Saturday"
231318352,2023-10-04,2023-10-04,1530,13,"Newton",1321,2,624,"BATTERY - SIMPLE ASSAULT",54,"M","H",101,"STREET","IC","Invest Cont","200 E  25TH                         ST",34.0253,-118.267,0,"0","Afternoon","Wednesday"
231704778,2023-01-17,2023-01-17,1440,17,"Devonshire",1754,2,624,"BATTERY - SIMPLE ASSAULT",19,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest","9900    RESEDA                       BL",34.2531,-118.5361,0,"0","Afternoon","Tuesday"
220108072,2022-03-11,2022-03-11,1430,1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT",58,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)","IC","Invest Cont","800 N  ALAMEDA                      ST",34.0561,-118.2375,0,"0","Afternoon","Friday"
201608078,2020-04-14,2020-04-14,1130,16,"Foothill",1699,2,624,"BATTERY - SIMPLE ASSAULT",38,"M","H",102,"SIDEWALK","AO","Adult Other","9900    SATICOY                      ST",34.2085,-118.3464,0,"0","Morning","Tuesday"
231319722,2023-10-28,2023-10-28,930,13,"Newton",1362,2,624,"BATTERY - SIMPLE ASSAULT",24,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","300 E  52ND                         ST",33.9981,-118.2697,0,"0","Morning","Saturday"
232113786,2023-09-05,2023-09-05,1300,21,"Topanga",2161,2,624,"BATTERY - SIMPLE ASSAULT",13,"F","B",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont","23800    CALIFA                       ST",34.1779,-118.6446,0,"0","Afternoon","Tuesday"
200312167,2020-06-01,2020-06-01,1400,3,"Southwest",376,2,624,"BATTERY - SIMPLE ASSAULT",60,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","1600 W  MARTIN LUTHER KING JR        BL",34.0145,-118.3045,0,"0","Afternoon","Monday"
220909964,2022-06-03,2022-05-31,909,9,"Van Nuys",926,2,624,"BATTERY - SIMPLE ASSAULT",59,"M","O",406,"OTHER STORE","IC","Invest Cont","6600    VAN NUYS                     BL",34.1903,-118.4399,3,"1","Morning","Tuesday"
230314632,2023-08-06,2023-08-06,2130,3,"Southwest",397,2,624,"BATTERY - SIMPLE ASSAULT",21,"F","W",101,"STREET","IC","Invest Cont","4100 S  BUDLONG                      AV",34.0091,-118.2959,0,"0","Evening","Sunday"
201320699,2020-12-01,2020-12-01,630,13,"Newton",1352,2,624,"BATTERY - SIMPLE ASSAULT",33,"M","H",103,"ALLEY","IC","Invest Cont","43RD                         ST",34.0057,-118.2685,0,"0","Morning","Tuesday"
210515352,2021-10-27,2021-10-27,1100,5,"Harbor",506,2,624,"BATTERY - SIMPLE ASSAULT",44,"F","W",301,"GAS STATION","IC","Invest Cont","1600 W  CARSON                       ST",33.8315,-118.3069,0,"0","Morning","Wednesday"
211219036,2021-09-04,2021-09-03,900,12,"77th Street",1257,2,624,"BATTERY - SIMPLE ASSAULT",43,"F","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other","700 W  78TH                         ST",33.9688,-118.2846,1,"0","Morning","Friday"
201320963,2020-12-07,2020-12-07,1200,13,"Newton",1351,2,624,"BATTERY - SIMPLE ASSAULT",34,"F","B",203,"OTHER BUSINESS","IC","Invest Cont","4300 S  MAIN                         ST",34.0075,-118.2775,0,"0","Afternoon","Monday"
200316707,2020-09-02,2020-09-02,1500,3,"Southwest",363,2,624,"BATTERY - SIMPLE ASSAULT",19,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","4000    PALMWOOD                     DR",34.0132,-118.3424,0,"0","Afternoon","Wednesday"
221408013,2022-03-21,2022-03-21,1815,14,"Pacific",1411,2,624,"BATTERY - SIMPLE ASSAULT",69,"M","W",710,"OTHER PREMISE","IC","Invest Cont","BREEZE",33.9918,-118.4791,0,"0","Afternoon","Monday"
230304251,2023-01-06,2023-01-06,130,3,"Southwest",315,2,624,"BATTERY - SIMPLE ASSAULT",69,"M","H",510,"NURSING/CONVALESCENT/RETIREMENT HOME","IC","Invest Cont","2400 S  WESTERN                      AV",34.034,-118.3133,0,"0","Midnight","Friday"
221008441,2022-04-25,2022-04-24,1830,10,"West Valley",1031,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","H",102,"SIDEWALK","IC","Invest Cont","DE SOTO",34.1863,-118.5578,1,"0","Afternoon","Sunday"
200604062,2020-01-02,2020-01-02,1100,6,"Hollywood",645,2,624,"BATTERY - SIMPLE ASSAULT",58,"M","B",101,"STREET","IC","Invest Cont","HOLLYWOOD",34.1006,-118.3417,0,"0","Morning","Thursday"
230212386,2023-06-13,2023-06-13,1545,2,"Rampart",269,2,624,"BATTERY - SIMPLE ASSAULT",16,"F","B",101,"STREET","AO","Adult Other","UNION",34.0539,-118.2712,0,"0","Afternoon","Tuesday"
210709652,2021-06-09,2021-06-09,1240,7,"Wilshire",785,2,624,"BATTERY - SIMPLE ASSAULT",58,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","2300    VINEYARD                     AV",34.0353,-118.3416,0,"0","Afternoon","Wednesday"
231704720,2023-01-21,2023-01-21,2115,17,"Devonshire",1791,2,624,"BATTERY - SIMPLE ASSAULT",39,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","21000    BRYANT                       ST",34.227,-118.5907,0,"0","Evening","Saturday"
221212563,2022-05-26,2022-05-26,1520,12,"77th Street",1265,2,624,"BATTERY - SIMPLE ASSAULT",15,"M","B",720,"JUNIOR HIGH SCHOOL","AO","Adult Other","7900 S  VERMONT                      AV",33.9611,-118.2917,0,"0","Afternoon","Thursday"
231407352,2023-03-22,2023-03-22,825,14,"Pacific",1487,2,624,"BATTERY - SIMPLE ASSAULT",59,"M","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other","8800    CROYDON                      AV",33.9572,-118.3914,0,"0","Morning","Wednesday"
220613987,2022-07-31,2022-07-31,130,6,"Hollywood",636,2,624,"BATTERY - SIMPLE ASSAULT",22,"F","W",207,"BAR/COCKTAIL/NIGHTCLUB","IC","Invest Cont","1700 N  HUDSON                       AV",34.1016,-118.3321,0,"0","Midnight","Sunday"
201513346,2020-07-31,2020-07-30,1630,15,"N Hollywood",1517,2,624,"BATTERY - SIMPLE ASSAULT",36,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","11000    KITTRIDGE                    ST",34.1937,-118.3748,1,"0","Afternoon","Thursday"
221317891,2022-09-18,2022-09-18,2050,13,"Newton",1364,2,624,"BATTERY - SIMPLE ASSAULT",50,"F","H",103,"ALLEY","IC","Invest Cont","4900    HOOPER                       AV",33.9994,-118.2543,0,"0","Evening","Sunday"
200806244,2020-02-19,2020-02-19,2100,8,"West LA",853,2,624,"BATTERY - SIMPLE ASSAULT",45,"F","W",101,"STREET","AO","Adult Other","SANTA MONICA                 BL",34.0468,-118.4473,0,"0","Evening","Wednesday"
200113233,2020-06-10,2020-06-10,2200,1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT",48,"F","B",102,"SIDEWALK","IC","Invest Cont","500    SAN JULIAN                   ST",34.0446,-118.245,0,"0","Evening","Wednesday"
220716982,2022-11-26,2022-11-25,1955,7,"Wilshire",711,2,624,"BATTERY - SIMPLE ASSAULT",32,"F","H",101,"STREET","IC","Invest Cont","BEVERLY",34.0766,-118.3766,1,"0","Evening","Friday"
201511917,2020-06-28,2020-06-28,1330,15,"N Hollywood",1523,2,624,"BATTERY - SIMPLE ASSAULT",13,"M","H",109,"PARK/PLAYGROUND","AA","Adult Arrest","VANOWEN",34.1849,-118.4095,0,"0","Afternoon","Sunday"
220319683,2022-11-03,2022-11-03,1200,3,"Southwest",361,2,624,"BATTERY - SIMPLE ASSAULT",42,"F","B",707,"GARAGE/CARPORT","IC","Invest Cont","4000    STEVELY                      AV",34.0149,-118.3536,0,"0","Afternoon","Thursday"
220710511,2022-06-16,2022-06-16,320,7,"Wilshire",789,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","B",101,"STREET","AO","Adult Other","3700 W  WASHINGTON                   BL",34.0399,-118.3248,0,"0","Midnight","Thursday"
231811808,2023-06-12,2023-06-11,2300,18,"Southeast",1802,2,624,"BATTERY - SIMPLE ASSAULT",51,"F","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","100 E  92ND                         ST",33.9528,-118.2739,1,"0","Evening","Sunday"
200612181,2020-07-04,2020-07-03,830,6,"Hollywood",647,2,624,"BATTERY - SIMPLE ASSAULT",76,"M","H",108,"PARKING LOT","IC","Invest Cont","1500    VINE                         ST",34.098,-118.3266,1,"0","Morning","Friday"
201512333,2020-07-07,2020-07-07,800,15,"N Hollywood",1587,2,624,"BATTERY - SIMPLE ASSAULT",52,"M","O",102,"SIDEWALK","IC","Invest Cont","3800 N  LANKERSHIM                   BL",34.1381,-118.3627,0,"0","Morning","Tuesday"
230516927,2023-12-15,2023-12-15,1100,5,"Harbor",504,2,624,"BATTERY - SIMPLE ASSAULT",41,"M","H",108,"PARKING LOT","IC","Invest Cont","1500 W  206TH                        ST",33.8439,-118.304,0,"0","Morning","Friday"
200117192,2020-08-30,2020-08-30,1430,1,"Central",185,2,624,"BATTERY - SIMPLE ASSAULT",48,"M","H",103,"ALLEY","IC","Invest Cont","SANTEE",34.0388,-118.2574,0,"0","Afternoon","Sunday"
242007759,2024-03-26,2024-03-25,1700,20,"Olympic",2076,2,624,"BATTERY - SIMPLE ASSAULT",70,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","2600 W  PICO                         BL",34.0473,-118.2947,1,"0","Afternoon","Monday"
230307410,2023-03-07,2023-03-07,730,3,"Southwest",397,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","H",101,"STREET","IC","Invest Cont","1300 W  42ND                         ST",34.0073,-118.298,0,"0","Morning","Tuesday"
231010578,2023-06-21,2023-06-21,2100,10,"West Valley",1005,2,624,"BATTERY - SIMPLE ASSAULT",17,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","7700    WHITE OAK                    AV",34.2147,-118.523,0,"0","Evening","Wednesday"
201226746,2020-12-19,2020-12-19,1500,12,"77th Street",1263,2,624,"BATTERY - SIMPLE ASSAULT",53,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2000 W  80TH                         ST",33.9664,-118.3156,0,"0","Afternoon","Saturday"
220710288,2022-06-11,2022-06-11,1045,7,"Wilshire",714,2,624,"BATTERY - SIMPLE ASSAULT",33,"F","W",102,"SIDEWALK","IC","Invest Cont","LA BREA                      AV",34.0782,-118.3509,0,"0","Morning","Saturday"
200609023,2020-04-13,2020-04-13,1540,6,"Hollywood",643,2,624,"BATTERY - SIMPLE ASSAULT",67,"M","B",108,"PARKING LOT","IC","Invest Cont","7200 W  SUNSET                       BL",34.1007,-118.3494,0,"0","Afternoon","Monday"
241208635,2024-03-19,2024-03-19,1830,12,"77th Street",1213,2,624,"BATTERY - SIMPLE ASSAULT",26,"M","H",108,"PARKING LOT","AO","Adult Other","WESTERN                      AV",33.9892,-118.3089,0,"0","Afternoon","Tuesday"
202017400,2020-11-19,2020-11-19,2045,20,"Olympic",2004,2,624,"BATTERY - SIMPLE ASSAULT",47,"F","H",222,"LAUNDROMAT","AO","Adult Other","4400    BEVERLY                      BL",34.0799,-118.3068,0,"0","Evening","Thursday"
210122778,2021-12-25,2021-12-25,600,1,"Central",195,2,624,"BATTERY - SIMPLE ASSAULT",42,"F","B",801,"MTA BUS","IC","Invest Cont","BROADWAY",34.0342,-118.2636,0,"0","Morning","Saturday"
230410408,2023-07-14,2023-02-01,2200,4,"Hollenbeck",443,2,624,"BATTERY - SIMPLE ASSAULT",75,"F","H",701,"HOSPITAL","IC","Invest Cont","1700    ZONAL                        AV",34.0621,-118.2106,163,"1","Evening","Wednesday"
220413755,2022-09-30,2022-09-26,1100,4,"Hollenbeck",463,2,624,"BATTERY - SIMPLE ASSAULT",68,"M","H",111,"BUS-CHARTER/PRIVATE","IC","Invest Cont","ST LOUIS",34.0485,-118.2115,4,"1","Morning","Monday"
201405333,2020-01-23,2020-01-23,1730,14,"Pacific",1431,2,624,"BATTERY - SIMPLE ASSAULT",49,"M","B",203,"OTHER BUSINESS","IC","Invest Cont","1300    OCEAN FRONT                  WK",33.988,-118.4746,0,"0","Afternoon","Thursday"
210709768,2021-06-13,2021-06-13,1240,7,"Wilshire",711,2,624,"BATTERY - SIMPLE ASSAULT",66,"M","W",501,"SINGLE FAMILY DWELLING","AO","Adult Other","300 N  KINGS                        RD",34.076,-118.3721,0,"0","Afternoon","Sunday"
222019524,2022-12-21,2022-12-21,900,20,"Olympic",2024,2,624,"BATTERY - SIMPLE ASSAULT",54,"M","H",101,"STREET","IC","Invest Cont","600 S  KINGSLEY                     DR",34.0636,-118.3029,0,"0","Morning","Wednesday"
210815019,2021-10-10,2021-10-10,1440,8,"West LA",852,2,624,"BATTERY - SIMPLE ASSAULT",20,"M","H",203,"OTHER BUSINESS","IC","Invest Cont","11800    SANTA MONICA                 BL",34.0427,-118.4585,0,"0","Afternoon","Sunday"
201317255,2020-09-20,2020-09-20,105,13,"Newton",1364,2,624,"BATTERY - SIMPLE ASSAULT",26,"F","H",301,"GAS STATION","IC","Invest Cont","4400 S  CENTRAL                      AV",34.003,-118.2565,0,"0","Midnight","Sunday"
220513030,2022-08-28,2022-08-27,1420,5,"Harbor",521,2,624,"BATTERY - SIMPLE ASSAULT",43,"M","W",122,"VEHICLE, PASSENGER/TRUCK","AA","Adult Arrest","1700 N  GAFFEY                       ST",33.7601,-118.2928,1,"0","Afternoon","Saturday"
210112015,2021-06-17,2021-06-17,1600,1,"Central",162,2,624,"BATTERY - SIMPLE ASSAULT",21,"M","H",203,"OTHER BUSINESS","IC","Invest Cont","600 W  9TH                          ST",34.0462,-118.2585,0,"0","Afternoon","Thursday"
230413605,2023-10-21,2023-10-21,2200,4,"Hollenbeck",464,2,624,"BATTERY - SIMPLE ASSAULT",29,"M","W",203,"OTHER BUSINESS","IC","Invest Cont","2300 E  1ST                          ST",34.0442,-118.2109,0,"0","Evening","Saturday"
221214922,2022-06-30,2022-06-30,1820,12,"77th Street",1204,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","H",101,"STREET","IC","Invest Cont","NORMANDIE",34.0037,-118.3002,0,"0","Afternoon","Thursday"
210810088,2021-06-03,2021-06-03,2030,8,"West LA",838,2,624,"BATTERY - SIMPLE ASSAULT",33,"M","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest","700    GAYLEY                       AV",34.0626,-118.4491,0,"0","Evening","Thursday"
230516349,2023-11-29,2023-11-29,1730,5,"Harbor",528,2,624,"BATTERY - SIMPLE ASSAULT",31,"F","H",101,"STREET","IC","Invest Cont","FLINT                        AV",33.7875,-118.2479,0,"0","Afternoon","Wednesday"
220707918,2022-04-13,2022-04-13,1110,7,"Wilshire",774,2,624,"BATTERY - SIMPLE ASSAULT",49,"M","W",104,"DRIVEWAY","IC","Invest Cont","1700 S  LA BREA                      AV",34.0442,-118.346,0,"0","Morning","Wednesday"
201412779,2020-06-24,2020-06-24,1715,14,"Pacific",1414,2,624,"BATTERY - SIMPLE ASSAULT",46,"F","H",102,"SIDEWALK","AA","Adult Arrest","600    ROSE                         AV",33.9991,-118.4721,0,"0","Afternoon","Wednesday"
220316327,2022-09-05,2022-09-05,1900,3,"Southwest",393,2,624,"BATTERY - SIMPLE ASSAULT",40,"F","B",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest","4200    DEGNAN                       BL",34.0084,-118.3314,0,"0","Evening","Monday"
200119537,2020-10-16,2020-10-15,1845,1,"Central",128,2,624,"BATTERY - SIMPLE ASSAULT",25,"F","W",102,"SIDEWALK","AO","Adult Other","1ST",34.0504,-118.2409,1,"0","Afternoon","Thursday"
201908418,2020-04-03,2020-04-03,2045,19,"Mission",1977,2,624,"BATTERY - SIMPLE ASSAULT",28,"M","H",202,"LIQUOR STORE","IC","Invest Cont","8900    WOODMAN                      AV",34.2314,-118.4374,0,"0","Evening","Friday"
210206027,2021-02-20,2021-02-20,1400,2,"Rampart",212,2,624,"BATTERY - SIMPLE ASSAULT",15,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","500 N  VIRGIL                       AV",34.0797,-118.2868,0,"0","Afternoon","Saturday"
210613247,2021-07-25,2021-07-24,1850,6,"Hollywood",669,2,624,"BATTERY - SIMPLE ASSAULT",52,"F","O",503,"HOTEL","IC","Invest Cont","5400    FOUNTAIN                     AV",34.095,-118.3075,1,"0","Afternoon","Saturday"
221206524,2022-02-16,2022-02-16,1300,12,"77th Street",1268,2,624,"BATTERY - SIMPLE ASSAULT",33,"M","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","200 W  84TH                         PL",33.9623,-118.2761,0,"0","Afternoon","Wednesday"
221322578,2022-12-18,2022-12-16,2229,13,"Newton",1322,2,624,"BATTERY - SIMPLE ASSAULT",47,"M","A",754,"MUSEUM","IC","Invest Cont","2400 S  SAN PEDRO                    ST",34.0242,-118.2623,2,"1","Evening","Friday"
230905823,2023-02-18,2023-02-15,1500,9,"Van Nuys",935,2,624,"BATTERY - SIMPLE ASSAULT",47,"M","H",403,"DRUG STORE","IC","Invest Cont","6200    VAN NUYS                     BL",34.1837,-118.4443,3,"1","Afternoon","Wednesday"
230913505,2023-08-29,2023-08-19,2130,9,"Van Nuys",915,2,624,"BATTERY - SIMPLE ASSAULT",42,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","14100    SHERMAN                      WY",34.2012,-118.44,10,"1","Evening","Saturday"
210812096,2021-07-26,2021-07-26,1630,8,"West LA",833,2,624,"BATTERY - SIMPLE ASSAULT",70,"M","B",102,"SIDEWALK","AA","Adult Arrest","10800    WILSHIRE                     BL",34.0599,-118.4398,0,"0","Afternoon","Monday"
221822315,2022-12-17,2022-12-17,700,18,"Southeast",1824,2,624,"BATTERY - SIMPLE ASSAULT",44,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","900 E  94TH                         ST",33.9511,-118.2586,0,"0","Morning","Saturday"
221507069,2022-03-15,2022-03-15,2355,15,"N Hollywood",1505,2,624,"BATTERY - SIMPLE ASSAULT",30,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","7200    LANKERSHIM                   BL",34.2012,-118.3878,0,"0","Evening","Tuesday"
201616078,2020-12-28,2020-12-28,1300,16,"Foothill",1657,2,624,"BATTERY - SIMPLE ASSAULT",64,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","10200    TUJUNGA CANYON               BL",34.2514,-118.2908,0,"0","Afternoon","Monday"
221815399,2022-08-06,2022-08-04,2147,18,"Southeast",1804,2,624,"BATTERY - SIMPLE ASSAULT",60,"M","W",801,"MTA BUS","IC","Invest Cont","MANCHESTER",33.9602,-118.2564,2,"1","Evening","Thursday"
210613512,2021-07-29,2021-07-29,2040,6,"Hollywood",659,2,624,"BATTERY - SIMPLE ASSAULT",45,"M","H",203,"OTHER BUSINESS","IC","Invest Cont","FOUNTAIN                     AV",34.0952,-118.3005,0,"0","Evening","Thursday"
210708580,2021-05-09,2021-05-09,1030,7,"Wilshire",705,2,624,"BATTERY - SIMPLE ASSAULT",67,"M","H",102,"SIDEWALK","IC","Invest Cont","800 N  LA BREA                      AV",34.0846,-118.3464,0,"0","Morning","Sunday"
210209577,2021-05-17,2021-05-17,2050,2,"Rampart",247,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","H",101,"STREET","IC","Invest Cont","400 S  BURLINGTON                   AV",34.0596,-118.27,0,"0","Evening","Monday"
230408460,2023-05-16,2023-05-16,1531,4,"Hollenbeck",451,2,624,"BATTERY - SIMPLE ASSAULT",15,"M","H",102,"SIDEWALK","IC","Invest Cont","PARK PASEO",34.0505,-118.2253,0,"0","Afternoon","Tuesday"
200705174,2020-01-25,2020-01-25,1325,7,"Wilshire",742,2,624,"BATTERY - SIMPLE ASSAULT",37,"M","O",101,"STREET","IC","Invest Cont","WARNER                       DR",34.063,-118.3699,0,"0","Afternoon","Saturday"
230214889,2023-08-01,2023-07-31,840,2,"Rampart",246,2,624,"BATTERY - SIMPLE ASSAULT",46,"F","H",222,"LAUNDROMAT","IC","Invest Cont","300 S  ALVARADO                     ST",34.063,-118.2727,1,"0","Morning","Monday"
221807998,2022-03-23,2022-03-23,1140,18,"Southeast",1803,2,624,"BATTERY - SIMPLE ASSAULT",49,"F","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other","200 E  88TH                         ST",33.9572,-118.2717,0,"0","Morning","Wednesday"
231406349,2023-02-26,2023-02-26,100,14,"Pacific",1452,2,624,"BATTERY - SIMPLE ASSAULT",47,"M","O",102,"SIDEWALK","IC","Invest Cont","00    WASHINGTON                   BL",33.9792,-118.4666,0,"0","Midnight","Sunday"
220505701,2022-02-13,2022-02-13,1200,5,"Harbor",513,2,624,"BATTERY - SIMPLE ASSAULT",37,"F","O",701,"HOSPITAL","AO","Adult Other","25800    NORMANDIE                    AV",33.7899,-118.2975,0,"0","Afternoon","Sunday"
231010096,2023-06-08,2023-06-08,915,10,"West Valley",1023,2,624,"BATTERY - SIMPLE ASSAULT",57,"M","H",510,"NURSING/CONVALESCENT/RETIREMENT HOME","AO","Adult Other","7100    TAMPA                        AV",34.1997,-118.5535,0,"0","Morning","Thursday"
210600567,2021-04-05,2021-04-04,2105,6,"Hollywood",666,2,624,"BATTERY - SIMPLE ASSAULT",26,"M","H",101,"STREET","AA","Adult Arrest","DE LONGPRE                   AV",34.0962,-118.331,1,"0","Evening","Sunday"
232018257,2023-11-22,2023-11-22,1830,20,"Olympic",2014,2,624,"BATTERY - SIMPLE ASSAULT",80,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","100 N  NORMANDIE                    AV",34.0726,-118.3029,0,"0","Afternoon","Wednesday"
230126108,2023-12-10,2023-12-10,1100,1,"Central",141,2,624,"BATTERY - SIMPLE ASSAULT",44,"F","H",503,"HOTEL","IC","Invest Cont","300 S  FIGUEROA                     ST",34.0542,-118.2566,0,"0","Morning","Sunday"
232004222,2023-01-06,2023-01-06,2040,20,"Olympic",2054,2,624,"BATTERY - SIMPLE ASSAULT",27,"M","W",102,"SIDEWALK","IC","Invest Cont","OLYMPIC",34.0526,-118.3031,0,"0","Evening","Friday"
